品种,合约代码,交易单位,最小变动价,开始交易日,最后交易日,最后交割日
豆粕,m1808-C-2850,10,0.5,20170816,20180706,-
豆粕,m1808-C-2900,10,0.5,20170816,20180706,-
豆粕,m1808-C-2950,10,0.5,20170905,20180706,-
豆粕,m1808-C-3000,10,0.5,20170926,20180706,-
豆粕,m1808-C-3050,10,0.5,20170929,20180706,-
豆粕,m1808-C-3100,10,0.5,20171206,20180706,-
豆粕,m1808-C-3150,10,0.5,20180214,20180706,-
豆粕,m1808-C-3200,10,0.5,20180227,20180706,-
豆粕,m1808-C-3250,10,0.5,20180302,20180706,-
豆粕,m1808-C-3300,10,0.5,20180305,20180706,-
豆粕,m1808-C-3350,10,0.5,20180305,20180706,-
豆粕,m1808-C-3400,10,0.5,20180402,20180706,-
豆粕,m1808-C-3450,10,0.5,20180403,20180706,-
豆粕,m1808-C-3500,10,0.5,20180404,20180706,-
豆粕,m1808-C-3550,10,0.5,20180409,20180706,-
豆粕,m1808-C-3600,10,0.5,20180410,20180706,-
豆粕,m1808-P-2400,10,0.5,20171009,20180706,-
豆粕,m1808-P-2450,10,0.5,20170816,20180706,-
豆粕,m1808-P-2500,10,0.5,20170816,20180706,-
豆粕,m1808-P-2550,10,0.5,20170816,20180706,-
豆粕,m1808-P-2600,10,0.5,20170816,20180706,-
豆粕,m1808-P-2650,10,0.5,20170816,20180706,-
豆粕,m1808-P-2700,10,0.5,20170816,20180706,-
豆粕,m1808-P-2750,10,0.5,20170816,20180706,-
豆粕,m1808-P-2800,10,0.5,20170816,20180706,-
豆粕,m1808-P-2850,10,0.5,20170816,20180706,-
豆粕,m1808-P-2900,10,0.5,20170816,20180706,-
豆粕,m1808-P-2950,10,0.5,20170905,20180706,-
豆粕,m1808-P-3000,10,0.5,20170926,20180706,-
豆粕,m1808-P-3050,10,0.5,20170929,20180706,-
豆粕,m1808-P-3100,10,0.5,20171206,20180706,-
豆粕,m1808-P-3150,10,0.5,20180214,20180706,-
豆粕,m1808-P-3200,10,0.5,20180227,20180706,-
豆粕,m1808-P-3250,10,0.5,20180302,20180706,-
豆粕,m1808-P-3300,10,0.5,20180305,20180706,-
豆粕,m1808-P-3350,10,0.5,20180305,20180706,-
豆粕,m1808-P-3400,10,0.5,20180402,20180706,-
豆粕,m1808-P-3450,10,0.5,20180403,20180706,-
豆粕,m1808-P-3500,10,0.5,20180404,20180706,-
豆粕,m1808-P-3550,10,0.5,20180409,20180706,-
豆粕,m1808-P-3600,10,0.5,20180410,20180706,-
豆粕,m1809-C-2400,10,0.5,20171009,20180807,-
豆粕,m1809-C-2450,10,0.5,20170929,20180807,-
豆粕,m1809-C-2500,10,0.5,20170918,20180807,-
豆粕,m1809-C-2550,10,0.5,20170918,20180807,-
豆粕,m1809-C-2600,10,0.5,20170918,20180807,-
豆粕,m1809-C-2650,10,0.5,20170918,20180807,-
豆粕,m1809-C-2700,10,0.5,20170918,20180807,-
豆粕,m1809-C-2750,10,0.5,20170918,20180807,-
豆粕,m1809-C-2800,10,0.5,20170918,20180807,-
豆粕,m1809-C-2850,10,0.5,20170918,20180807,-
豆粕,m1809-C-2900,10,0.5,20170918,20180807,-
豆粕,m1809-C-2950,10,0.5,20170918,20180807,-
豆粕,m1809-C-3000,10,0.5,20170925,20180807,-
豆粕,m1809-C-3050,10,0.5,20170929,20180807,-
豆粕,m1809-C-3100,10,0.5,20171206,20180807,-
豆粕,m1809-C-3150,10,0.5,20180214,20180807,-
豆粕,m1809-C-3200,10,0.5,20180227,20180807,-
豆粕,m1809-C-3250,10,0.5,20180305,20180807,-
豆粕,m1809-C-3300,10,0.5,20180305,20180807,-
豆粕,m1809-C-3350,10,0.5,20180308,20180807,-
豆粕,m1809-C-3400,10,0.5,20180403,20180807,-
豆粕,m1809-C-3450,10,0.5,20180403,20180807,-
豆粕,m1809-C-3500,10,0.5,20180404,20180807,-
豆粕,m1809-C-3550,10,0.5,20180409,20180807,-
豆粕,m1809-C-3600,10,0.5,20180410,20180807,-
豆粕,m1809-P-2400,10,0.5,20171009,20180807,-
豆粕,m1809-P-2450,10,0.5,20170929,20180807,-
豆粕,m1809-P-2500,10,0.5,20170918,20180807,-
豆粕,m1809-P-2550,10,0.5,20170918,20180807,-
豆粕,m1809-P-2600,10,0.5,20170918,20180807,-
豆粕,m1809-P-2650,10,0.5,20170918,20180807,-
豆粕,m1809-P-2700,10,0.5,20170918,20180807,-
豆粕,m1809-P-2750,10,0.5,20170918,20180807,-
豆粕,m1809-P-2800,10,0.5,20170918,20180807,-
豆粕,m1809-P-2850,10,0.5,20170918,20180807,-
豆粕,m1809-P-2900,10,0.5,20170918,20180807,-
豆粕,m1809-P-2950,10,0.5,20170918,20180807,-
豆粕,m1809-P-3000,10,0.5,20170925,20180807,-
豆粕,m1809-P-3050,10,0.5,20170929,20180807,-
豆粕,m1809-P-3100,10,0.5,20171206,20180807,-
豆粕,m1809-P-3150,10,0.5,20180214,20180807,-
豆粕,m1809-P-3200,10,0.5,20180227,20180807,-
豆粕,m1809-P-3250,10,0.5,20180305,20180807,-
豆粕,m1809-P-3300,10,0.5,20180305,20180807,-
豆粕,m1809-P-3350,10,0.5,20180308,20180807,-
豆粕,m1809-P-3400,10,0.5,20180403,20180807,-
豆粕,m1809-P-3450,10,0.5,20180403,20180807,-
豆粕,m1809-P-3500,10,0.5,20180404,20180807,-
豆粕,m1809-P-3550,10,0.5,20180409,20180807,-
豆粕,m1809-P-3600,10,0.5,20180410,20180807,-
豆粕,m1811-C-2500,10,0.5,20180115,20181012,-
豆粕,m1811-C-2550,10,0.5,20171117,20181012,-
豆粕,m1811-C-2600,10,0.5,20171117,20181012,-
豆粕,m1811-C-2650,10,0.5,20171117,20181012,-
豆粕,m1811-C-2700,10,0.5,20171117,20181012,-
豆粕,m1811-C-2750,10,0.5,20171117,20181012,-
豆粕,m1811-C-2800,10,0.5,20171117,20181012,-
豆粕,m1811-C-2850,10,0.5,20171117,20181012,-
豆粕,m1811-C-2900,10,0.5,20171117,20181012,-
豆粕,m1811-C-2950,10,0.5,20171117,20181012,-
豆粕,m1811-C-3000,10,0.5,20171117,20181012,-
豆粕,m1811-C-3050,10,0.5,20171120,20181012,-
豆粕,m1811-C-3100,10,0.5,20171206,20181012,-
豆粕,m1811-C-3150,10,0.5,20180214,20181012,-
豆粕,m1811-C-3200,10,0.5,20180227,20181012,-
豆粕,m1811-C-3250,10,0.5,20180305,20181012,-
豆粕,m1811-C-3300,10,0.5,20180307,20181012,-
豆粕,m1811-C-3350,10,0.5,20180402,20181012,-
豆粕,m1811-C-3400,10,0.5,20180403,20181012,-
豆粕,m1811-C-3450,10,0.5,20180404,20181012,-
豆粕,m1811-C-3500,10,0.5,20180404,20181012,-
豆粕,m1811-C-3550,10,0.5,20180409,20181012,-
豆粕,m1811-C-3600,10,0.5,20180410,20181012,-
豆粕,m1811-C-3650,10,0.5,20180816,20181012,-
豆粕,m1811-C-3700,10,0.5,20180926,20181012,-
豆粕,m1811-C-3750,10,0.5,20180927,20181012,-
豆粕,m1811-C-3800,10,0.5,20180928,20181012,-
豆粕,m1811-C-3850,10,0.5,20180928,20181012,-
豆粕,m1811-C-3900,10,0.5,20181008,20181012,-
豆粕,m1811-C-3950,10,0.5,20181010,20181012,-
豆粕,m1811-P-2500,10,0.5,20180115,20181012,-
豆粕,m1811-P-2550,10,0.5,20171117,20181012,-
豆粕,m1811-P-2600,10,0.5,20171117,20181012,-
豆粕,m1811-P-2650,10,0.5,20171117,20181012,-
豆粕,m1811-P-2700,10,0.5,20171117,20181012,-
豆粕,m1811-P-2750,10,0.5,20171117,20181012,-
豆粕,m1811-P-2800,10,0.5,20171117,20181012,-
豆粕,m1811-P-2850,10,0.5,20171117,20181012,-
豆粕,m1811-P-2900,10,0.5,20171117,20181012,-
豆粕,m1811-P-2950,10,0.5,20171117,20181012,-
豆粕,m1811-P-3000,10,0.5,20171117,20181012,-
豆粕,m1811-P-3050,10,0.5,20171120,20181012,-
豆粕,m1811-P-3100,10,0.5,20171206,20181012,-
豆粕,m1811-P-3150,10,0.5,20180214,20181012,-
豆粕,m1811-P-3200,10,0.5,20180227,20181012,-
豆粕,m1811-P-3250,10,0.5,20180305,20181012,-
豆粕,m1811-P-3300,10,0.5,20180307,20181012,-
豆粕,m1811-P-3350,10,0.5,20180402,20181012,-
豆粕,m1811-P-3400,10,0.5,20180403,20181012,-
豆粕,m1811-P-3450,10,0.5,20180404,20181012,-
豆粕,m1811-P-3500,10,0.5,20180404,20181012,-
豆粕,m1811-P-3550,10,0.5,20180409,20181012,-
豆粕,m1811-P-3600,10,0.5,20180410,20181012,-
豆粕,m1811-P-3650,10,0.5,20180816,20181012,-
豆粕,m1811-P-3700,10,0.5,20180926,20181012,-
豆粕,m1811-P-3750,10,0.5,20180927,20181012,-
豆粕,m1811-P-3800,10,0.5,20180928,20181012,-
豆粕,m1811-P-3850,10,0.5,20180928,20181012,-
豆粕,m1811-P-3900,10,0.5,20181008,20181012,-
豆粕,m1811-P-3950,10,0.5,20181010,20181012,-
豆粕,m1812-C-2450,10,0.5,20180214,20181107,-
豆粕,m1812-C-2500,10,0.5,20180103,20181107,-
豆粕,m1812-C-2550,10,0.5,20171218,20181107,-
豆粕,m1812-C-2600,10,0.5,20171218,20181107,-
豆粕,m1812-C-2650,10,0.5,20171218,20181107,-
豆粕,m1812-C-2700,10,0.5,20171218,20181107,-
豆粕,m1812-C-2750,10,0.5,20171218,20181107,-
豆粕,m1812-C-2800,10,0.5,20171218,20181107,-
豆粕,m1812-C-2850,10,0.5,20171218,20181107,-
豆粕,m1812-C-2900,10,0.5,20171218,20181107,-
豆粕,m1812-C-2950,10,0.5,20171218,20181107,-
豆粕,m1812-C-3000,10,0.5,20171218,20181107,-
豆粕,m1812-C-3050,10,0.5,20171218,20181107,-
豆粕,m1812-C-3100,10,0.5,20180214,20181107,-
豆粕,m1812-C-3150,10,0.5,20180222,20181107,-
豆粕,m1812-C-3200,10,0.5,20180305,20181107,-
豆粕,m1812-C-3250,10,0.5,20180307,20181107,-
豆粕,m1812-C-3300,10,0.5,20180326,20181107,-
豆粕,m1812-C-3350,10,0.5,20180402,20181107,-
豆粕,m1812-C-3400,10,0.5,20180404,20181107,-
豆粕,m1812-C-3450,10,0.5,20180404,20181107,-
豆粕,m1812-C-3500,10,0.5,20180409,20181107,-
豆粕,m1812-C-3550,10,0.5,20180409,20181107,-
豆粕,m1812-C-3600,10,0.5,20180410,20181107,-
豆粕,m1812-C-3650,10,0.5,20180410,20181107,-
豆粕,m1812-C-3700,10,0.5,20180928,20181107,-
豆粕,m1812-C-3750,10,0.5,20180928,20181107,-
豆粕,m1812-C-3800,10,0.5,20181008,20181107,-
豆粕,m1812-C-3850,10,0.5,20181011,20181107,-
豆粕,m1812-P-2450,10,0.5,20180214,20181107,-
豆粕,m1812-P-2500,10,0.5,20180103,20181107,-
豆粕,m1812-P-2550,10,0.5,20171218,20181107,-
豆粕,m1812-P-2600,10,0.5,20171218,20181107,-
豆粕,m1812-P-2650,10,0.5,20171218,20181107,-
豆粕,m1812-P-2700,10,0.5,20171218,20181107,-
豆粕,m1812-P-2750,10,0.5,20171218,20181107,-
豆粕,m1812-P-2800,10,0.5,20171218,20181107,-
豆粕,m1812-P-2850,10,0.5,20171218,20181107,-
豆粕,m1812-P-2900,10,0.5,20171218,20181107,-
豆粕,m1812-P-2950,10,0.5,20171218,20181107,-
豆粕,m1812-P-3000,10,0.5,20171218,20181107,-
豆粕,m1812-P-3050,10,0.5,20171218,20181107,-
豆粕,m1812-P-3100,10,0.5,20180214,20181107,-
豆粕,m1812-P-3150,10,0.5,20180222,20181107,-
豆粕,m1812-P-3200,10,0.5,20180305,20181107,-
豆粕,m1812-P-3250,10,0.5,20180307,20181107,-
豆粕,m1812-P-3300,10,0.5,20180326,20181107,-
豆粕,m1812-P-3350,10,0.5,20180402,20181107,-
豆粕,m1812-P-3400,10,0.5,20180404,20181107,-
豆粕,m1812-P-3450,10,0.5,20180404,20181107,-
豆粕,m1812-P-3500,10,0.5,20180409,20181107,-
豆粕,m1812-P-3550,10,0.5,20180409,20181107,-
豆粕,m1812-P-3600,10,0.5,20180410,20181107,-
豆粕,m1812-P-3650,10,0.5,20180410,20181107,-
豆粕,m1812-P-3700,10,0.5,20180928,20181107,-
豆粕,m1812-P-3750,10,0.5,20180928,20181107,-
豆粕,m1812-P-3800,10,0.5,20181008,20181107,-
豆粕,m1812-P-3850,10,0.5,20181011,20181107,-
豆粕,m1901-C-2500,10,0.5,20180117,20181207,-
豆粕,m1901-C-2550,10,0.5,20180117,20181207,-
豆粕,m1901-C-2600,10,0.5,20180117,20181207,-
豆粕,m1901-C-2650,10,0.5,20180117,20181207,-
豆粕,m1901-C-2700,10,0.5,20180117,20181207,-
豆粕,m1901-C-2750,10,0.5,20180117,20181207,-
豆粕,m1901-C-2800,10,0.5,20180117,20181207,-
豆粕,m1901-C-2850,10,0.5,20180117,20181207,-
豆粕,m1901-C-2900,10,0.5,20180117,20181207,-
豆粕,m1901-C-2950,10,0.5,20180117,20181207,-
豆粕,m1901-C-3000,10,0.5,20180118,20181207,-
豆粕,m1901-C-3050,10,0.5,20180214,20181207,-
豆粕,m1901-C-3100,10,0.5,20180214,20181207,-
豆粕,m1901-C-3150,10,0.5,20180214,20181207,-
豆粕,m1901-C-3200,10,0.5,20180305,20181207,-
豆粕,m1901-C-3250,10,0.5,20180312,20181207,-
豆粕,m1901-C-3300,10,0.5,20180402,20181207,-
豆粕,m1901-C-3350,10,0.5,20180402,20181207,-
豆粕,m1901-C-3400,10,0.5,20180402,20181207,-
豆粕,m1901-C-3450,10,0.5,20180402,20181207,-
豆粕,m1901-C-3500,10,0.5,20180402,20181207,-
豆粕,m1901-C-3550,10,0.5,20180409,20181207,-
豆粕,m1901-C-3600,10,0.5,20180410,20181207,-
豆粕,m1901-C-3650,10,0.5,20180410,20181207,-
豆粕,m1901-C-3700,10,0.5,20181008,20181207,-
豆粕,m1901-C-3750,10,0.5,20181010,20181207,-
豆粕,m1901-C-3800,10,0.5,20181012,20181207,-
豆粕,m1901-P-2500,10,0.5,20180117,20181207,-
豆粕,m1901-P-2550,10,0.5,20180117,20181207,-
豆粕,m1901-P-2600,10,0.5,20180117,20181207,-
豆粕,m1901-P-2650,10,0.5,20180117,20181207,-
豆粕,m1901-P-2700,10,0.5,20180117,20181207,-
豆粕,m1901-P-2750,10,0.5,20180117,20181207,-
豆粕,m1901-P-2800,10,0.5,20180117,20181207,-
豆粕,m1901-P-2850,10,0.5,20180117,20181207,-
豆粕,m1901-P-2900,10,0.5,20180117,20181207,-
豆粕,m1901-P-2950,10,0.5,20180117,20181207,-
豆粕,m1901-P-3000,10,0.5,20180118,20181207,-
豆粕,m1901-P-3050,10,0.5,20180214,20181207,-
豆粕,m1901-P-3100,10,0.5,20180214,20181207,-
豆粕,m1901-P-3150,10,0.5,20180214,20181207,-
豆粕,m1901-P-3200,10,0.5,20180305,20181207,-
豆粕,m1901-P-3250,10,0.5,20180312,20181207,-
豆粕,m1901-P-3300,10,0.5,20180402,20181207,-
豆粕,m1901-P-3350,10,0.5,20180402,20181207,-
豆粕,m1901-P-3400,10,0.5,20180402,20181207,-
豆粕,m1901-P-3450,10,0.5,20180402,20181207,-
豆粕,m1901-P-3500,10,0.5,20180402,20181207,-
豆粕,m1901-P-3550,10,0.5,20180409,20181207,-
豆粕,m1901-P-3600,10,0.5,20180410,20181207,-
豆粕,m1901-P-3650,10,0.5,20180410,20181207,-
豆粕,m1901-P-3700,10,0.5,20181008,20181207,-
豆粕,m1901-P-3750,10,0.5,20181010,20181207,-
豆粕,m1901-P-3800,10,0.5,20181012,20181207,-
豆粕,m1903-C-2350,10,0.5,20190121,20190214,-
豆粕,m1903-C-2400,10,0.5,20190118,20190214,-
豆粕,m1903-C-2450,10,0.5,20190116,20190214,-
豆粕,m1903-C-2500,10,0.5,20190102,20190214,-
豆粕,m1903-C-2550,10,0.5,20181219,20190214,-
豆粕,m1903-C-2600,10,0.5,20181205,20190214,-
豆粕,m1903-C-2650,10,0.5,20180611,20190214,-
豆粕,m1903-C-2700,10,0.5,20180316,20190214,-
豆粕,m1903-C-2750,10,0.5,20180316,20190214,-
豆粕,m1903-C-2800,10,0.5,20180316,20190214,-
豆粕,m1903-C-2850,10,0.5,20180316,20190214,-
豆粕,m1903-C-2900,10,0.5,20180316,20190214,-
豆粕,m1903-C-2950,10,0.5,20180316,20190214,-
豆粕,m1903-C-3000,10,0.5,20180316,20190214,-
豆粕,m1903-C-3050,10,0.5,20180316,20190214,-
豆粕,m1903-C-3100,10,0.5,20180316,20190214,-
豆粕,m1903-C-3150,10,0.5,20180316,20190214,-
豆粕,m1903-C-3200,10,0.5,20180319,20190214,-
豆粕,m1903-C-3250,10,0.5,20180326,20190214,-
豆粕,m1903-C-3300,10,0.5,20180402,20190214,-
豆粕,m1903-C-3350,10,0.5,20180402,20190214,-
豆粕,m1903-C-3400,10,0.5,20180404,20190214,-
豆粕,m1903-C-3450,10,0.5,20180404,20190214,-
豆粕,m1903-C-3500,10,0.5,20180409,20190214,-
豆粕,m1903-C-3550,10,0.5,20180409,20190214,-
豆粕,m1903-C-3600,10,0.5,20180410,20190214,-
豆粕,m1903-C-3650,10,0.5,20181011,20190214,-
豆粕,m1903-P-2350,10,0.5,20190121,20190214,-
豆粕,m1903-P-2400,10,0.5,20190118,20190214,-
豆粕,m1903-P-2450,10,0.5,20190116,20190214,-
豆粕,m1903-P-2500,10,0.5,20190102,20190214,-
豆粕,m1903-P-2550,10,0.5,20181219,20190214,-
豆粕,m1903-P-2600,10,0.5,20181205,20190214,-
豆粕,m1903-P-2650,10,0.5,20180611,20190214,-
豆粕,m1903-P-2700,10,0.5,20180316,20190214,-
豆粕,m1903-P-2750,10,0.5,20180316,20190214,-
豆粕,m1903-P-2800,10,0.5,20180316,20190214,-
豆粕,m1903-P-2850,10,0.5,20180316,20190214,-
豆粕,m1903-P-2900,10,0.5,20180316,20190214,-
豆粕,m1903-P-2950,10,0.5,20180316,20190214,-
豆粕,m1903-P-3000,10,0.5,20180316,20190214,-
豆粕,m1903-P-3050,10,0.5,20180316,20190214,-
豆粕,m1903-P-3100,10,0.5,20180316,20190214,-
豆粕,m1903-P-3150,10,0.5,20180316,20190214,-
豆粕,m1903-P-3200,10,0.5,20180319,20190214,-
豆粕,m1903-P-3250,10,0.5,20180326,20190214,-
豆粕,m1903-P-3300,10,0.5,20180402,20190214,-
豆粕,m1903-P-3350,10,0.5,20180402,20190214,-
豆粕,m1903-P-3400,10,0.5,20180404,20190214,-
豆粕,m1903-P-3450,10,0.5,20180404,20190214,-
豆粕,m1903-P-3500,10,0.5,20180409,20190214,-
豆粕,m1903-P-3550,10,0.5,20180409,20190214,-
豆粕,m1903-P-3600,10,0.5,20180410,20190214,-
豆粕,m1903-P-3650,10,0.5,20181011,20190214,-
豆粕,m1905-C-2250,10,0.5,20190301,20190408,-
豆粕,m1905-C-2300,10,0.5,20190118,20190408,-
豆粕,m1905-C-2350,10,0.5,20190115,20190408,-
豆粕,m1905-C-2400,10,0.5,20181225,20190408,-
豆粕,m1905-C-2450,10,0.5,20181128,20190408,-
豆粕,m1905-C-2500,10,0.5,20180914,20190408,-
豆粕,m1905-C-2550,10,0.5,20180611,20190408,-
豆粕,m1905-C-2600,10,0.5,20180521,20190408,-
豆粕,m1905-C-2650,10,0.5,20180517,20190408,-
豆粕,m1905-C-2700,10,0.5,20180517,20190408,-
豆粕,m1905-C-2750,10,0.5,20180517,20190408,-
豆粕,m1905-C-2800,10,0.5,20180517,20190408,-
豆粕,m1905-C-2850,10,0.5,20180517,20190408,-
豆粕,m1905-C-2900,10,0.5,20180517,20190408,-
豆粕,m1905-C-2950,10,0.5,20180517,20190408,-
豆粕,m1905-C-3000,10,0.5,20180517,20190408,-
豆粕,m1905-C-3050,10,0.5,20180517,20190408,-
豆粕,m1905-C-3100,10,0.5,20180517,20190408,-
豆粕,m1905-C-3150,10,0.5,20180517,20190408,-
豆粕,m1905-C-3200,10,0.5,20180731,20190408,-
豆粕,m1905-C-3250,10,0.5,20180810,20190408,-
豆粕,m1905-P-2250,10,0.5,20190301,20190408,-
豆粕,m1905-P-2300,10,0.5,20190118,20190408,-
豆粕,m1905-P-2350,10,0.5,20190115,20190408,-
豆粕,m1905-P-2400,10,0.5,20181225,20190408,-
豆粕,m1905-P-2450,10,0.5,20181128,20190408,-
豆粕,m1905-P-2500,10,0.5,20180914,20190408,-
豆粕,m1905-P-2550,10,0.5,20180611,20190408,-
豆粕,m1905-P-2600,10,0.5,20180521,20190408,-
豆粕,m1905-P-2650,10,0.5,20180517,20190408,-
豆粕,m1905-P-2700,10,0.5,20180517,20190408,-
豆粕,m1905-P-2750,10,0.5,20180517,20190408,-
豆粕,m1905-P-2800,10,0.5,20180517,20190408,-
豆粕,m1905-P-2850,10,0.5,20180517,20190408,-
豆粕,m1905-P-2900,10,0.5,20180517,20190408,-
豆粕,m1905-P-2950,10,0.5,20180517,20190408,-
豆粕,m1905-P-3000,10,0.5,20180517,20190408,-
豆粕,m1905-P-3050,10,0.5,20180517,20190408,-
豆粕,m1905-P-3100,10,0.5,20180517,20190408,-
豆粕,m1905-P-3150,10,0.5,20180517,20190408,-
豆粕,m1905-P-3200,10,0.5,20180731,20190408,-
豆粕,m1905-P-3250,10,0.5,20180810,20190408,-
豆粕,m1907-C-2300,10,0.5,20190201,20190610,-
豆粕,m1907-C-2350,10,0.5,20190116,20190610,-
豆粕,m1907-C-2400,10,0.5,20181225,20190610,-
豆粕,m1907-C-2450,10,0.5,20180928,20190610,-
豆粕,m1907-C-2500,10,0.5,20180907,20190610,-
豆粕,m1907-C-2550,10,0.5,20180828,20190610,-
豆粕,m1907-C-2600,10,0.5,20180717,20190610,-
豆粕,m1907-C-2650,10,0.5,20180717,20190610,-
豆粕,m1907-C-2700,10,0.5,20180717,20190610,-
豆粕,m1907-C-2750,10,0.5,20180717,20190610,-
豆粕,m1907-C-2800,10,0.5,20180717,20190610,-
豆粕,m1907-C-2850,10,0.5,20180717,20190610,-
豆粕,m1907-C-2900,10,0.5,20180717,20190610,-
豆粕,m1907-C-2950,10,0.5,20180717,20190610,-
豆粕,m1907-C-3000,10,0.5,20180717,20190610,-
豆粕,m1907-C-3050,10,0.5,20180717,20190610,-
豆粕,m1907-C-3100,10,0.5,20180717,20190610,-
豆粕,m1907-C-3150,10,0.5,20180727,20190610,-
豆粕,m1907-C-3200,10,0.5,20180810,20190610,-
豆粕,m1907-C-3250,10,0.5,20190530,20190610,-
豆粕,m1907-P-2300,10,0.5,20190201,20190610,-
豆粕,m1907-P-2350,10,0.5,20190116,20190610,-
豆粕,m1907-P-2400,10,0.5,20181225,20190610,-
豆粕,m1907-P-2450,10,0.5,20180928,20190610,-
豆粕,m1907-P-2500,10,0.5,20180907,20190610,-
豆粕,m1907-P-2550,10,0.5,20180828,20190610,-
豆粕,m1907-P-2600,10,0.5,20180717,20190610,-
豆粕,m1907-P-2650,10,0.5,20180717,20190610,-
豆粕,m1907-P-2700,10,0.5,20180717,20190610,-
豆粕,m1907-P-2750,10,0.5,20180717,20190610,-
豆粕,m1907-P-2800,10,0.5,20180717,20190610,-
豆粕,m1907-P-2850,10,0.5,20180717,20190610,-
豆粕,m1907-P-2900,10,0.5,20180717,20190610,-
豆粕,m1907-P-2950,10,0.5,20180717,20190610,-
豆粕,m1907-P-3000,10,0.5,20180717,20190610,-
豆粕,m1907-P-3050,10,0.5,20180717,20190610,-
豆粕,m1907-P-3100,10,0.5,20180717,20190610,-
豆粕,m1907-P-3150,10,0.5,20180727,20190610,-
豆粕,m1907-P-3200,10,0.5,20180810,20190610,-
豆粕,m1907-P-3250,10,0.5,20190530,20190610,-
豆粕,m1908-C-2350,10,0.5,20190117,20190705,-
豆粕,m1908-C-2400,10,0.5,20190115,20190705,-
豆粕,m1908-C-2450,10,0.5,20180928,20190705,-
豆粕,m1908-C-2500,10,0.5,20180928,20190705,-
豆粕,m1908-C-2550,10,0.5,20180830,20190705,-
豆粕,m1908-C-2600,10,0.5,20180828,20190705,-
豆粕,m1908-C-2650,10,0.5,20180817,20190705,-
豆粕,m1908-C-2700,10,0.5,20180816,20190705,-
豆粕,m1908-C-2750,10,0.5,20180816,20190705,-
豆粕,m1908-C-2800,10,0.5,20180816,20190705,-
豆粕,m1908-C-2850,10,0.5,20180816,20190705,-
豆粕,m1908-C-2900,10,0.5,20180816,20190705,-
豆粕,m1908-C-2950,10,0.5,20180816,20190705,-
豆粕,m1908-C-3000,10,0.5,20180816,20190705,-
豆粕,m1908-C-3050,10,0.5,20180816,20190705,-
豆粕,m1908-C-3100,10,0.5,20180816,20190705,-
豆粕,m1908-C-3150,10,0.5,20180816,20190705,-
豆粕,m1908-C-3200,10,0.5,20190530,20190705,-
豆粕,m1908-C-3250,10,0.5,20190530,20190705,-
豆粕,m1908-P-2350,10,0.5,20190117,20190705,-
豆粕,m1908-P-2400,10,0.5,20190115,20190705,-
豆粕,m1908-P-2450,10,0.5,20180928,20190705,-
豆粕,m1908-P-2500,10,0.5,20180928,20190705,-
豆粕,m1908-P-2550,10,0.5,20180830,20190705,-
豆粕,m1908-P-2600,10,0.5,20180828,20190705,-
豆粕,m1908-P-2650,10,0.5,20180817,20190705,-
豆粕,m1908-P-2700,10,0.5,20180816,20190705,-
豆粕,m1908-P-2750,10,0.5,20180816,20190705,-
豆粕,m1908-P-2800,10,0.5,20180816,20190705,-
豆粕,m1908-P-2850,10,0.5,20180816,20190705,-
豆粕,m1908-P-2900,10,0.5,20180816,20190705,-
豆粕,m1908-P-2950,10,0.5,20180816,20190705,-
豆粕,m1908-P-3000,10,0.5,20180816,20190705,-
豆粕,m1908-P-3050,10,0.5,20180816,20190705,-
豆粕,m1908-P-3100,10,0.5,20180816,20190705,-
豆粕,m1908-P-3150,10,0.5,20180816,20190705,-
豆粕,m1908-P-3200,10,0.5,20190530,20190705,-
豆粕,m1908-P-3250,10,0.5,20190530,20190705,-
豆粕,m1909-C-2350,10,0.5,20190117,20190807,-
豆粕,m1909-C-2400,10,0.5,20190115,20190807,-
豆粕,m1909-C-2450,10,0.5,20180928,20190807,-
豆粕,m1909-C-2500,10,0.5,20180921,20190807,-
豆粕,m1909-C-2550,10,0.5,20180918,20190807,-
豆粕,m1909-C-2600,10,0.5,20180918,20190807,-
豆粕,m1909-C-2650,10,0.5,20180918,20190807,-
豆粕,m1909-C-2700,10,0.5,20180918,20190807,-
豆粕,m1909-C-2750,10,0.5,20180918,20190807,-
豆粕,m1909-C-2800,10,0.5,20180918,20190807,-
豆粕,m1909-C-2850,10,0.5,20180918,20190807,-
豆粕,m1909-C-2900,10,0.5,20180918,20190807,-
豆粕,m1909-C-2950,10,0.5,20180918,20190807,-
豆粕,m1909-C-3000,10,0.5,20180918,20190807,-
豆粕,m1909-C-3050,10,0.5,20180928,20190807,-
豆粕,m1909-C-3100,10,0.5,20181008,20190807,-
豆粕,m1909-C-3150,10,0.5,20181010,20190807,-
豆粕,m1909-C-3200,10,0.5,20190530,20190807,-
豆粕,m1909-C-3250,10,0.5,20190530,20190807,-
豆粕,m1909-P-2350,10,0.5,20190117,20190807,-
豆粕,m1909-P-2400,10,0.5,20190115,20190807,-
豆粕,m1909-P-2450,10,0.5,20180928,20190807,-
豆粕,m1909-P-2500,10,0.5,20180921,20190807,-
豆粕,m1909-P-2550,10,0.5,20180918,20190807,-
豆粕,m1909-P-2600,10,0.5,20180918,20190807,-
豆粕,m1909-P-2650,10,0.5,20180918,20190807,-
豆粕,m1909-P-2700,10,0.5,20180918,20190807,-
豆粕,m1909-P-2750,10,0.5,20180918,20190807,-
