date,LastPx
20160527,61882.0
20160530,62278.0
20160531,62326.0
20160601,62358.0
20160602,62436.0
20160603,63024.0
20160606,63460.0
20160607,63924.0
20160608,63948.0
20160613,63734.0
20160614,62742.0
20160615,61830.0
20160616,61318.0
20160617,61056.0
20160620,61438.0
20160621,61316.0
20160622,61362.0
20160623,61348.0
20160624,61200.0
20160627,61260.0
20160628,61566.0
20160629,61820.0
20160630,61678.0
20160701,62152.0
20160704,63192.0
20160705,63280.0
20160706,62350.0
20160707,60566.0
20160708,60004.0
20160711,60226.0
20160712,60270.0
20160713,60502.0
20160714,60364.0
20160715,61436.0
20160718,62318.0
20160719,62110.0
20160720,62510.0
20160721,62630.0
20160722,61820.0
20160725,60934.0
20160726,60774.0
20160727,61040.0
20160728,61028.0
20160729,61240.0
20160801,62276.0
20160802,62390.0
20160803,62832.0
20160804,63352.0
20160805,63318.0
20160808,63336.0
20160809,64304.0
20160810,64322.0
20160811,64312.0
20160812,64300.0
20160815,65600.0
20160816,66452.0
20160817,66736.0
20160818,67202.0
20160819,67142.0
20160822,66978.0
20160823,66830.0
20160824,67190.0
20160825,67026.0
20160826,66496.0
20160829,66740.0
20160830,66670.0
20160831,66350.0
20160901,65676.0
20160902,65976.0
20160905,67218.0
20160906,67540.0
20160907,67422.0
20160908,67348.0
20160909,67684.0
20160912,67200.0
20160913,67064.0
20160914,66310.0
20160919,65800.0
20160920,67562.0
20160921,68114.0
20160922,68242.0
20160923,68324.0
20160926,68524.0
20160927,68492.0
20160928,68204.0
20160929,67828.0
20160930,67376.0
20161010,67330.0
20161011,67116.0
20161012,67140.0
20161013,67128.0
20161014,66962.0
20161017,69072.0
20161018,70374.0
20161019,70386.0
20161020,70534.0
20161021,70028.0
20161024,70720.0
20161025,72004.0
20161026,71638.0
20161027,71932.0
20161028,71926.0
20161031,72384.0
20161101,72324.0
20161102,71212.0
20161103,71258.0
20161104,71684.0
20161107,71846.0
20161108,72914.0
20161109,73354.0
20161110,73450.0
20161111,74594.0
20161114,73158.0
20161115,70910.0
20161116,71602.0
20161117,71916.0
20161118,71668.0
20161121,72140.0
20161122,73020.0
20161123,73268.0
20161124,74320.0
20161125,74552.0
20161128,75772.0
20161129,75526.0
20161130,74840.0
20161201,75280.0
20161202,75796.0
20161205,76158.0
20161206,76380.0
20161207,76672.0
20161208,75890.0
20161209,75216.0
20161212,75818.0
20161213,75666.0
20161214,75648.0
20161215,76238.0
20161216,77464.0
20161219,77414.0
20161220,75708.0
20161221,75418.0
20161222,75084.0
20161223,73682.0
20161226,73448.0
20161227,74006.0
20161228,74664.0
20161229,74692.0
20161230,74604.0
20170103,74898.0
20170104,74430.0
20170105,74188.0
20170106,73944.0
20170109,73848.0
20170110,73936.0
20170111,74076.0
20170112,74472.0
20170113,74512.0
20170116,74990.0
20170117,74842.0
20170118,74862.0
20170119,74508.0
20170120,74396.0
20170123,74038.0
20170124,74202.0
20170125,74172.0
20170126,73888.0
20170203,73484.0
20170206,73246.0
20170207,73200.0
20170208,73214.0
20170209,73256.0
20170210,73346.0
20170213,72914.0
20170214,72182.0
20170215,72046.0
20170216,71976.0
20170217,70488.0
20170220,70240.0
20170221,69444.0
20170222,69052.0
20170223,69050.0
20170224,68868.0
20170227,68898.0
20170228,68610.0
20170301,69028.0
20170302,69492.0
20170303,69518.0
20170306,69908.0
20170307,69696.0
20170308,69216.0
20170309,69338.0
20170310,68620.0
20170313,68552.0
20170314,67996.0
20170315,67540.0
20170316,68082.0
20170317,68222.0
20170320,67894.0
20170321,67898.0
20170322,68138.0
20170323,67828.0
20170324,67456.0
20170327,66744.0
20170328,66136.0
20170329,66208.0
20170330,66016.0
20170331,65962.0
20170405,65726.0
20170406,66130.0
20170407,65872.0
20170410,65428.0
20170411,64626.0
20170412,64492.0
20170413,64474.0
20170414,64160.0
20170417,64310.0
20170418,64308.0
20170419,63104.0
20170420,62728.0
20170421,62584.0
20170424,62818.0
20170425,62322.0
20170426,62272.0
20170427,62588.0
20170428,62688.0
20170502,63226.0
20170503,63350.0
20170504,63046.0
20170505,63126.0
20170508,64000.0
20170509,63972.0
20170510,64442.0
20170511,64576.0
20170512,65090.0
20170515,64998.0
20170516,64834.0
20170517,64924.0
20170518,65230.0
20170519,64928.0
20170522,65194.0
20170523,65220.0
20170524,64784.0
20170525,64704.0
20170526,65096.0
20170531,63386.0
20170601,63446.0
20170602,63444.0
20170605,63540.0
20170606,63452.0
20170607,63166.0
20170608,62906.0
20170609,63148.0
20170612,63480.0
20170613,63506.0
20170614,63360.0
20170615,62420.0
20170616,62912.0
20170619,63338.0
20170620,63366.0
20170621,62744.0
20170622,62544.0
20170623,62518.0
20170626,62402.0
20170627,62324.0
20170628,62416.0
20170629,62590.0
20170630,62912.0
20170703,63356.0
20170704,63122.0
20170705,63480.0
20170706,64136.0
20170707,64170.0
20170710,64896.0
20170711,65034.0
20170712,65042.0
20170713,64642.0
20170714,64486.0
20170717,64538.0
20170718,64360.0
20170719,64164.0
20170720,64574.0
20170721,64960.0
20170724,64596.0
20170725,64970.0
20170726,65310.0
20170727,65624.0
20170728,65808.0
20170731,66108.0
20170801,66466.0
20170802,66224.0
20170803,66008.0
20170804,65828.0
20170807,65770.0
20170808,65720.0
20170809,66130.0
20170810,66074.0
20170811,66076.0
20170814,66138.0
20170815,65922.0
20170816,65488.0
20170817,65506.0
20170818,65556.0
20170821,65890.0
20170822,66948.0
20170823,67148.0
20170824,67266.0
20170825,67298.0
20170828,67204.0
20170829,67062.0
20170830,66974.0
20170831,66802.0
20170901,67126.0
20170904,67202.0
20170905,67122.0
20170906,67330.0
20170907,67256.0
20170908,67310.0
20170911,67606.0
20170912,67904.0
20170913,68846.0
20170914,68502.0
20170915,69052.0
20170918,68964.0
20170919,69054.0
20170920,68920.0
20170921,68826.0
20170922,68342.0
20170925,68114.0
20170926,68042.0
20170927,68094.0
20170928,66764.0
20170929,66722.0
20171009,67224.0
20171010,66980.0
20171011,66800.0
20171012,66838.0
20171013,66806.0
20171016,67222.0
20171017,67318.0
20171018,67192.0
20171019,67180.0
20171020,67174.0
20171023,67500.0
20171024,68012.0
20171025,68154.0
20171026,68264.0
20171027,68358.0
20171030,68630.0
20171031,68736.0
20171101,68650.0
20171102,68778.0
20171103,68592.0
20171106,68532.0
20171107,68606.0
20171108,68574.0
20171109,68770.0
20171110,68622.0
20171113,68554.0
20171114,68058.0
20171115,67512.0
20171116,67168.0
20171117,67174.0
20171120,66622.0
20171121,66190.0
20171122,66200.0
20171123,66152.0
20171124,66114.0
20171127,65554.0
20171128,65380.0
20171129,65140.0
20171130,65162.0
20171201,65254.0
20171204,65410.0
20171205,65170.0
20171206,65098.0
20171207,64392.0
20171208,64350.0
20171211,64320.0
20171212,64368.0
20171213,64316.0
20171214,63658.0
20171215,63362.0
20171218,63462.0
20171219,63268.0
20171220,63272.0
20171221,62744.0
20171222,61890.0
20171225,62168.0
20171226,62074.0
20171227,62422.0
20171228,62550.0
20171229,62532.0
20180102,63368.0
20180103,63594.0
20180104,63906.0
20180105,63934.0
20180108,63742.0
20180109,63896.0
20180110,63872.0
20180111,64100.0
20180112,63508.0
20180115,63556.0
20180116,63428.0
20180117,63082.0
20180118,63116.0
20180119,62812.0
20180122,62842.0
20180123,62924.0
20180124,63130.0
20180125,63208.0
20180126,63212.0
20180129,63432.0
20180130,63348.0
20180131,63228.0
20180201,62888.0
20180202,61998.0
20180205,61670.0
20180206,61764.0
20180207,61826.0
20180208,61732.0
20180209,61862.0
20180212,62348.0
20180213,62272.0
20180214,62120.0
20180222,62414.0
20180223,62690.0
20180226,63330.0
20180227,63376.0
20180228,63368.0
20180301,63870.0
20180302,63660.0
20180305,63302.0
20180306,63178.0
20180307,63138.0
20180308,62756.0
20180309,62382.0
20180312,62096.0
20180313,62042.0
20180314,62230.0
20180315,62076.0
20180316,62026.0
20180319,61930.0
20180320,61912.0
20180321,61876.0
20180322,61928.0
20180323,61884.0
20180326,61602.0
20180327,61704.0
20180328,61436.0
20180329,60940.0
20180330,61046.0
20180402,61540.0
20180403,61674.0
20180404,61868.0
20180409,62616.0
20180410,62240.0
20180411,62032.0
20180412,61666.0
20180413,61514.0
20180416,61294.0
20180417,60780.0
20180418,60630.0
20180419,60882.0
20180420,60918.0
20180423,60936.0
20180424,60766.0
20180425,60850.0
20180426,60766.0
20180427,60708.0
20180502,60704.0
20180503,60826.0
20180504,60462.0
20180507,60494.0
20180508,60530.0
20180509,60870.0
20180510,60988.0
20180511,61852.0
20180514,61540.0
20180515,61478.0
20180516,61334.0
20180517,61344.0
20180518,62224.0
20180521,62356.0
20180522,62452.0
20180523,62462.0
20180524,62582.0
20180525,62482.0
20180528,62074.0
20180529,62022.0
20180530,62272.0
20180531,62322.0
20180601,62432.0
20180604,62608.0
20180605,62186.0
20180606,62124.0
20180607,62026.0
20180608,61910.0
20180611,61726.0
20180612,61594.0
20180613,60750.0
20180614,60672.0
20180615,60576.0
20180619,58836.0
20180620,58290.0
20180621,58546.0
20180622,58506.0
20180625,58990.0
20180626,58780.0
20180627,58970.0
20180628,59280.0
20180629,59588.0
20180702,59830.0
20180703,59810.0
20180704,59710.0
20180705,59626.0
20180706,59624.0
20180709,59754.0
20180710,59120.0
20180711,58468.0
20180712,58228.0
20180713,57870.0
20180716,57462.0
20180717,57524.0
20180718,57412.0
20180719,57780.0
20180720,57630.0
20180723,57722.0
20180724,57600.0
20180725,58012.0
20180726,57992.0
20180727,58102.0
20180730,58224.0
20180731,58316.0
20180801,58144.0
20180802,58728.0
20180803,58656.0
20180806,59008.0
20180807,59212.0
20180808,59326.0
20180809,59524.0
20180810,59596.0
20180813,59464.0
20180814,59456.0
20180815,59458.0
20180816,59154.0
20180817,59462.0
20180820,59866.0
20180821,59778.0
20180822,60128.0
20180823,60008.0
20180824,60162.0
20180827,59560.0
20180828,59490.0
20180829,59386.0
20180830,59430.0
20180831,59522.0
20180903,59454.0
20180904,60200.0
20180905,60290.0
20180906,60106.0
20180907,59526.0
20180910,59746.0
20180911,59784.0
20180912,59732.0
20180913,59670.0
20180914,59394.0
20180917,59784.0
20180918,59564.0
20180919,58970.0
20180920,58490.0
20180921,58148.0
20180925,58234.0
20180926,58448.0
20180927,58544.0
20180928,58462.0
20181008,58704.0
20181009,59094.0
20181010,59204.0
20181011,58744.0
20181012,59000.0
20181015,59474.0
20181016,59294.0
20181017,59610.0
20181018,59410.0
20181019,59206.0
20181022,59656.0
20181023,59754.0
20181024,59388.0
20181025,58964.0
20181026,58864.0
20181029,59088.0
20181030,58794.0
20181031,58546.0
20181101,58568.0
20181102,57892.0
20181105,57976.0
20181106,57850.0
20181107,57718.0
20181108,57510.0
20181109,56926.0
20181112,56148.0
20181113,56266.0
20181114,55368.0
20181115,55018.0
20181116,55186.0
20181119,54704.0
20181120,54318.0
20181121,54038.0
20181122,53992.0
20181123,54402.0
20181126,54174.0
20181127,53576.0
20181128,53694.0
20181129,53986.0
20181130,54028.0
20181203,54210.0
20181204,54116.0
20181205,54118.0
20181206,54152.0
20181207,54166.0
20181210,54178.0
20181211,54434.0
20181212,54296.0
20181213,54244.0
20181214,54328.0
20181217,54588.0
20181218,54430.0
20181219,54848.0
20181220,55150.0
20181221,55028.0
20181224,54520.0
20181225,54068.0
20181226,54028.0
20181227,54190.0
20181228,54152.0
