date,index
20110102,0.0769610411361284
20110103,0.016694878572170054
20110104,0.05476408540997489
20110105,0.04295138719559926
20110106,0.02958795718549608
20110107,-0.14399830836324026
20110108,0.058840500022933395
20110109,-0.012779726646398882
20110110,0.09208956510428258
20110111,0.05976173454225422
20110112,0.008253141756720482
20110113,-0.011019395249610538
20110114,0.008275909303859661
20110115,-0.20342172883404105
20110116,0.020000666706669435
20110117,0.13270596954835515
20110118,0.0
20110119,0.03409421134297614
20110120,-0.060450056048338544
20110121,-0.0964978283999809
20110122,-0.08167803101426724
20110123,0.003539826705123987
20110124,0.16868363418182877
20110125,0.035194248121792684
20110126,-0.11275248246766724
20110127,0.07157019250125192
20110128,-0.14518200984449783
20110129,-0.11388439524072608
20110130,0.0998981532659863
20110131,-0.0579872576503494
20110201,-0.0775582343458745
20110202,-0.32047189527477177
20110203,0.1445812288111075
20110204,-0.009661910911736859
20110205,-0.014670189747793742
20110206,0.15485416209334388
20110207,-0.05641408928009133
20110208,0.226708617478706
20110209,0.0
20110210,0.15770308143162604
20110211,-0.0030441423812281325
20110212,0.11234823967042654
20110213,-0.1850500714471587
20110214,-0.013201511858535842
20110215,0.1129726656034859
20110216,-0.024025179586989878
20110217,-0.11247798342669033
20110218,0.08786135579133425
20110219,-0.04459337554281872
20110220,-0.09563596576583157
20110221,0.20359895524123955
20110222,-0.047913355695897504
20110223,0.053744276006690614
20110224,-0.08173988349611777
20110225,0.14099557970521084
20110226,-0.21972474456542415
20110227,0.049927173956507254
20110228,0.13636827395972226
20110301,-0.0553270639565963
20110302,-0.13438719070841865
20110303,0.11320636862897157
20110304,-0.03105839701997274
20110305,-0.051791509128404904
20110306,0.0736332510434536
20110307,-0.028170876966696335
20110308,0.06751029152672863
20110309,-0.05803154757218484
20110310,0.0430835861363117
20110311,-0.006042314455962586
20110312,-0.07550755250814517
20110313,0.06024008037735672
20110314,0.08829260714567821
20110315,-0.12272480356716238
20110316,0.05272538946880963
20110317,0.058667848088802856
20110318,-0.05565125454937726
20110319,-0.10804148241108415
20110320,-0.04460430623675392
20110321,0.20544397421480887
20110322,-0.02605067719994255
20110323,-0.048057294953779264
20110324,0.048057294953779264
20110325,-0.011799546931155055
20110326,-0.06434071676544965
20110327,-0.13897111592034084
20110328,0.2721068606663096
20110329,-0.06879502798051923
20110330,0.046385126580935125
20110331,-0.005681833467430946
20110401,0.03636764417087479
20110402,-0.08901137765629687
20110403,-0.13138868771216208
20110404,-0.06362569588021155
20110405,0.11371964119912695
20110406,0.09915235979325315
20110407,0.10889408823913739
20110408,-0.013315775975772175
20110409,-0.26209620388419447
20110410,0.12741516560708652
20110411,0.10198057696617333
20110412,-0.022409901399584164
20110413,0.008462673918733728
20110414,-0.06678824087158662
20110415,-0.04924071610316324
20110416,-0.08902085089676093
20110417,0.04385188252884941
20110418,0.18616454807312238
20110419,-0.09476238466600292
20110420,0.03840944811487126
20110421,0.036988569369340626
20110422,-0.11848160362052346
20110423,-0.10956220251152628
20110424,0.13747099062860288
20110425,0.11540167715731695
20110426,-0.05892307299684597
20110427,0.0
20110428,-0.05038102429235237
20110429,-0.04666476485711856
20110430,-0.12899212019110334
20110501,-0.04067103973092775
20110502,0.2638145910451375
20110503,-0.03840944811487118
20110504,-0.030583423372080278
20110505,-0.06081874003503911
20110506,0.06391951771328731
20110507,-0.11817010746303538
20110508,0.09941955811765953
20110509,0.006289328907563918
20110510,0.07545055458855385
20110511,-0.24593027777155932
20110512,0.17672974352817672
20110513,0.045670036833188266
20110514,-0.1267517056391439
20110515,-0.0033840979842405684
20110516,0.2868342555294415
20110517,-0.09048722338098236
20110518,-0.08422973402775295
20110519,0.009049835519917856
20110520,-0.03670136685042793
20110521,-0.1510402574128659
20110522,0.05635293655113178
20110523,0.09779774327612653
20110524,0.0
20110525,-0.10812485743197617
20110526,0.07014560936675977
20110527,-0.019544596072970283
20110528,-0.06453852113757118
20110529,-0.1471576443362877
20110530,0.2215162116548344
20110531,-0.01642073021232752
20110601,0.01642073021232749
20110602,0.15088803419244198
20110603,-0.08777561088238572
20110604,-0.1339683600774008
20110605,-0.15882358552665074
20110606,0.0863280834884972
20110607,0.1848246870120731
20110608,-0.03822121282019774
20110609,0.05986038792367902
20110610,-0.06964839428984174
20110611,-0.11083998142245192
20110612,0.06385147198653277
20110613,0.1257693872890334
20110614,-0.1257693872890334
20110615,0.03710375020337721
20110616,-0.07563741420562008
20110617,0.11141358737090364
20110618,-0.14040112424415593
20110619,-0.056725981400777545
20110620,0.1208048380852999
20110621,-0.031526253646773895
20110622,-0.13709645878901883
20110623,0.3038767583717616
20110624,-0.20301614803678758
20110625,-0.13405867974456967
20110626,0.11166968485109093
20110627,0.05862484334752354
20110628,0.08523043261863505
20110629,0.1112256351102244
20110630,-0.25508091107638287
20110701,0.05148195583514341
20110702,-0.10975086395911918
20110703,-0.03666398437159147
20110704,0.22563008388421463
20110705,-0.07563741420562008
20110706,0.055569851154810786
20110707,-0.03087723856443923
20110708,-0.039081350042471125
20110709,0.10644688187004721
20110710,-0.18951348056866052
20110711,0.14283834199853068
20110712,0.023609865639133667
20110713,0.05195973893071096
20110714,0.006309169193264756
20110715,-0.019048194970694474
20110716,-0.1939271029142626
20110717,0.15803417985365598
20110718,0.07054205847378084
20110719,0.015361285161487149
20110720,0.09863060344162741
20110721,-0.04809979479441135
20110722,-0.06589209380870326
20110723,-0.018750549345375917
20110724,-0.048474756502411016
20110725,0.17845094095801128
20110726,-0.03955317838602169
20110727,0.05875815822207169
20110728,-0.010929070532190317
20110729,0.0054794657646255705
20110730,-0.15006069457573323
20110731,0.07930983845788366
20110801,0.15707893960634672
20110802,-0.03831886430213666
20110803,0.1014466163366899
20110804,0.03922071315328133
20110805,-0.12004804228723563
20110806,-0.06317890162153156
20110807,0.06572667370033022
20110808,-0.0415644244212505
20110809,0.028760152175262652
20110810,-0.04750233398500325
20110811,0.02139118998131756
20110812,0.018349138668196617
20110813,-0.16634595292107665
20110814,0.11573595203465857
20110815,0.06862850638909636
20110816,-0.03109058707003112
20110817,-0.01324522675002068
